period_end,fund_code,fund_name,category,category_label,holder_shares,holder_shares_100m,holder_ratio_pct,precision_status,total_shares,report_send_date,official_upload_date,instance_id,source_kind,holder_table_page,official_pdf_url,crosscheck_url
2014-12-31,159919,嘉实沪深300ETF,individual,个人,629761879,6.297619,5.055118,exact,12457906477,2015-03-31,2015-03-31,public_report_mirror-159919-2014-12-31,public_report_mirror,53,https://pdf.dfcfw.com/pdf/H2_AN201503310009017326_1.pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=5449554c4f6a4c462b35513d
2014-12-31,159915,易方达创业板ETF,national_team,国家队（已识别）,,,,not_identified,881454936,2015-03-27,2015-03-27,manager_official_pdf-159915-2014-12-31,manager_official_pdf,49,https://cdn.efunds.com.cn/owch/data/notice/20150327/159915_%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912014%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/165/165013.shtml
2014-12-31,159915,易方达创业板ETF,other_institution,其他机构（含保险）,154985786,1.549858,17.582951,includes_unidentified_national_team,881454936,2015-03-27,2015-03-27,manager_official_pdf-159915-2014-12-31,manager_official_pdf,49,https://cdn.efunds.com.cn/owch/data/notice/20150327/159915_%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912014%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/165/165013.shtml
2014-12-31,159915,易方达创业板ETF,individual,个人,382719814,3.827198,43.419102,exact,881454936,2015-03-27,2015-03-27,manager_official_pdf-159915-2014-12-31,manager_official_pdf,49,https://cdn.efunds.com.cn/owch/data/notice/20150327/159915_%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912014%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/165/165013.shtml
2015-06-30,510300,华泰柏瑞沪深300ETF,national_team,国家队（已识别）,523271767.00,5.232718,8.950956,lower_bound,5845987690,2015-08-29,2015-08-29,public_report_mirror-510300-2015-06-30,public_report_mirror,53,https://pdf.dfcfw.com/pdf/H2_AN201508310010668453_1.pdf,"https://fund.eastmoney.com/gonggao/510300,AN201508310010668453.html"
2015-06-30,510300,华泰柏瑞沪深300ETF,other_institution,其他机构（含保险）,4663974126.00,46.639741,79.780772,upper_bound,5845987690,2015-08-29,2015-08-29,public_report_mirror-510300-2015-06-30,public_report_mirror,53,https://pdf.dfcfw.com/pdf/H2_AN201508310010668453_1.pdf,"https://fund.eastmoney.com/gonggao/510300,AN201508310010668453.html"
2015-06-30,510300,华泰柏瑞沪深300ETF,individual,个人,644176553,6.441766,11.019123,exact,5845987690,2015-08-29,2015-08-29,public_report_mirror-510300-2015-06-30,public_report_mirror,53,https://pdf.dfcfw.com/pdf/H2_AN201508310010668453_1.pdf,"https://fund.eastmoney.com/gonggao/510300,AN201508310010668453.html"
2015-06-30,510310,易方达沪深300ETF,national_team,国家队（已识别）,,,,not_identified,2430307415,2015-08-26,2015-08-25,manager_official_pdf-510310-2015-06-30,manager_official_pdf,45,https://cdn.efunds.com.cn/owch/data/notice/20150825/510310_%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912015%E5%B9%B4%E5%8D%8A%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/166/166387.shtml
2015-06-30,510310,易方达沪深300ETF,other_institution,其他机构（含保险）,51729192,0.517292,2.128504,includes_unidentified_national_team,2430307415,2015-08-26,2015-08-25,manager_official_pdf-510310-2015-06-30,manager_official_pdf,45,https://cdn.efunds.com.cn/owch/data/notice/20150825/510310_%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912015%E5%B9%B4%E5%8D%8A%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/166/166387.shtml
2015-06-30,510310,易方达沪深300ETF,individual,个人,71437589,0.714376,2.939447,exact,2430307415,2015-08-26,2015-08-25,manager_official_pdf-510310-2015-06-30,manager_official_pdf,45,https://cdn.efunds.com.cn/owch/data/notice/20150825/510310_%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912015%E5%B9%B4%E5%8D%8A%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/166/166387.shtml
2015-06-30,510330,华夏沪深300ETF,national_team,国家队（已识别）,262902700,2.629027,7.087950,lower_bound,3709149828,2015-08-29,2015-08-29,public_report_mirror-510330-2015-06-30,public_report_mirror,46,https://pdf.dfcfw.com/pdf/H2_AN201508290010663287_1.pdf,"https://fund.eastmoney.com/gonggao/510330,AN201508290010663287.html"
2015-06-30,510330,华夏沪深300ETF,other_institution,其他机构（含保险）,163520109,1.635201,4.408560,upper_bound,3709149828,2015-08-29,2015-08-29,public_report_mirror-510330-2015-06-30,public_report_mirror,46,https://pdf.dfcfw.com/pdf/H2_AN201508290010663287_1.pdf,"https://fund.eastmoney.com/gonggao/510330,AN201508290010663287.html"
2015-06-30,510330,华夏沪深300ETF,individual,个人,52923392,0.529234,1.426833,exact,3709149828,2015-08-29,2015-08-29,public_report_mirror-510330-2015-06-30,public_report_mirror,46,https://pdf.dfcfw.com/pdf/H2_AN201508290010663287_1.pdf,"https://fund.eastmoney.com/gonggao/510330,AN201508290010663287.html"
2015-06-30,159919,嘉实沪深300ETF,national_team,国家队（已识别）,,,,not_identified,6120106477,2015-08-29,2015-08-29,public_report_mirror-159919-2015-06-30,public_report_mirror,48,https://pdf.dfcfw.com/pdf/H2_AN201508290010663468_1.pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=594176764136444c4f42773d
2015-06-30,159919,嘉实沪深300ETF,other_institution,其他机构（含保险）,1274977956,12.749780,20.832611,includes_unidentified_national_team,6120106477,2015-08-29,2015-08-29,public_report_mirror-159919-2015-06-30,public_report_mirror,48,https://pdf.dfcfw.com/pdf/H2_AN201508290010663468_1.pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=594176764136444c4f42773d
2015-06-30,159919,嘉实沪深300ETF,individual,个人,409876154,4.098762,6.697206,exact,6120106477,2015-08-29,2015-08-29,public_report_mirror-159919-2015-06-30,public_report_mirror,48,https://pdf.dfcfw.com/pdf/H2_AN201508290010663468_1.pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=594176764136444c4f42773d
2015-06-30,159915,易方达创业板ETF,national_team,国家队（已识别）,,,,not_identified,1397454936,2015-08-26,2015-08-25,manager_official_pdf-159915-2015-06-30,manager_official_pdf,39,https://cdn.efunds.com.cn/owch/data/notice/20150825/159915_%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912015%E5%B9%B4%E5%8D%8A%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/166/166343.shtml
2015-06-30,159915,易方达创业板ETF,other_institution,其他机构（含保险）,579803448,5.798034,41.489957,includes_unidentified_national_team,1397454936,2015-08-26,2015-08-25,manager_official_pdf-159915-2015-06-30,manager_official_pdf,39,https://cdn.efunds.com.cn/owch/data/notice/20150825/159915_%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912015%E5%B9%B4%E5%8D%8A%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/166/166343.shtml
2015-06-30,159915,易方达创业板ETF,individual,个人,568561153,5.685612,40.685473,exact,1397454936,2015-08-26,2015-08-25,manager_official_pdf-159915-2015-06-30,manager_official_pdf,39,https://cdn.efunds.com.cn/owch/data/notice/20150825/159915_%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912015%E5%B9%B4%E5%8D%8A%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/166/166343.shtml
2015-12-31,510300,华泰柏瑞沪深300ETF,national_team,国家队（已识别）,2423958601.00,24.239586,41.954510,lower_bound,5777587690,2016-03-29,2016-03-29,public_report_mirror-510300-2015-12-31,public_report_mirror,61,https://pdf.dfcfw.com/pdf/H2_AN201603290014117318_1.pdf,"https://fund.eastmoney.com/gonggao/510300,AN201603290014117318.html"
2015-12-31,510300,华泰柏瑞沪深300ETF,other_institution,其他机构（含保险）,2470915189.00,24.709152,42.767247,upper_bound,5777587690,2016-03-29,2016-03-29,public_report_mirror-510300-2015-12-31,public_report_mirror,61,https://pdf.dfcfw.com/pdf/H2_AN201603290014117318_1.pdf,"https://fund.eastmoney.com/gonggao/510300,AN201603290014117318.html"
2015-12-31,510300,华泰柏瑞沪深300ETF,individual,个人,477218580,4.772186,8.259824,exact,5777587690,2016-03-29,2016-03-29,public_report_mirror-510300-2015-12-31,public_report_mirror,61,https://pdf.dfcfw.com/pdf/H2_AN201603290014117318_1.pdf,"https://fund.eastmoney.com/gonggao/510300,AN201603290014117318.html"
2015-12-31,510310,易方达沪深300ETF,national_team,国家队（已识别）,,,,not_identified,2845831140,2016-03-25,2016-03-24,manager_official_pdf-510310-2015-12-31,manager_official_pdf,57,https://cdn.efunds.com.cn/owch/data/notice/20160324/510310_%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912015%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/167/167831.shtml
2015-12-31,510310,易方达沪深300ETF,other_institution,其他机构（含保险）,142286632,1.422866,4.999827,includes_unidentified_national_team,2845831140,2016-03-25,2016-03-24,manager_official_pdf-510310-2015-12-31,manager_official_pdf,57,https://cdn.efunds.com.cn/owch/data/notice/20160324/510310_%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912015%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/167/167831.shtml
2015-12-31,510310,易方达沪深300ETF,individual,个人,54653784,0.546538,1.920486,exact,2845831140,2016-03-25,2016-03-24,manager_official_pdf-510310-2015-12-31,manager_official_pdf,57,https://cdn.efunds.com.cn/owch/data/notice/20160324/510310_%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912015%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/167/167831.shtml
2015-12-31,510330,华夏沪深300ETF,national_team,国家队（已识别）,1790942652,17.909427,38.510342,lower_bound,4650549828,2016-03-29,2016-03-29,public_report_mirror-510330-2015-12-31,public_report_mirror,53,https://pdf.dfcfw.com/pdf/H2_AN201603290014113204_1.pdf,"https://fund.eastmoney.com/gonggao/510330,AN201603290014113204.html"
2015-12-31,510330,华夏沪深300ETF,other_institution,其他机构（含保险）,19225382,0.192254,0.413400,upper_bound,4650549828,2016-03-29,2016-03-29,public_report_mirror-510330-2015-12-31,public_report_mirror,53,https://pdf.dfcfw.com/pdf/H2_AN201603290014113204_1.pdf,"https://fund.eastmoney.com/gonggao/510330,AN201603290014113204.html"
2015-12-31,510330,华夏沪深300ETF,individual,个人,42835091,0.428351,0.921076,exact,4650549828,2016-03-29,2016-03-29,public_report_mirror-510330-2015-12-31,public_report_mirror,53,https://pdf.dfcfw.com/pdf/H2_AN201603290014113204_1.pdf,"https://fund.eastmoney.com/gonggao/510330,AN201603290014113204.html"
2015-12-31,159919,嘉实沪深300ETF,national_team,国家队（已识别）,75000000.00,0.750000,1.437496,lower_bound,5217406477,2016-03-29,2016-03-29,public_report_mirror-159919-2015-12-31,public_report_mirror,57,https://pdf.dfcfw.com/pdf/H2_AN201603290014114652_1.pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=4d4866445a384d6e584f733d
2015-12-31,159919,嘉实沪深300ETF,other_institution,其他机构（含保险）,651017375.00,6.510174,12.477797,upper_bound,5217406477,2016-03-29,2016-03-29,public_report_mirror-159919-2015-12-31,public_report_mirror,57,https://pdf.dfcfw.com/pdf/H2_AN201603290014114652_1.pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=4d4866445a384d6e584f733d
2015-12-31,159919,嘉实沪深300ETF,individual,个人,291716667,2.917167,5.591220,exact,5217406477,2016-03-29,2016-03-29,public_report_mirror-159919-2015-12-31,public_report_mirror,57,https://pdf.dfcfw.com/pdf/H2_AN201603290014114652_1.pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=4d4866445a384d6e584f733d
2015-12-31,159915,易方达创业板ETF,national_team,国家队（已识别）,,,,not_identified,1623454936,2016-03-25,2016-03-24,manager_official_pdf-159915-2015-12-31,manager_official_pdf,52,https://cdn.efunds.com.cn/owch/data/notice/20160324/159915_%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912015%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/167/167814.shtml
2015-12-31,159915,易方达创业板ETF,other_institution,其他机构（含保险）,520173268,5.201733,32.041128,includes_unidentified_national_team,1623454936,2016-03-25,2016-03-24,manager_official_pdf-159915-2015-12-31,manager_official_pdf,52,https://cdn.efunds.com.cn/owch/data/notice/20160324/159915_%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912015%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/167/167814.shtml
2015-12-31,159915,易方达创业板ETF,individual,个人,740464429,7.404644,45.610409,exact,1623454936,2016-03-25,2016-03-24,manager_official_pdf-159915-2015-12-31,manager_official_pdf,52,https://cdn.efunds.com.cn/owch/data/notice/20160324/159915_%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912015%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/167/167814.shtml
2016-06-30,510300,华泰柏瑞沪深300ETF,national_team,国家队（已识别）,2423958601.00,24.239586,36.695578,lower_bound,6605587690,2016-08-27,2016-08-27,public_report_mirror-510300-2016-06-30,public_report_mirror,49,https://pdf.dfcfw.com/pdf/H2_AN201608290017366117_1.pdf,"https://fund.eastmoney.com/gonggao/510300,AN201608290017366117.html"
2016-06-30,510300,华泰柏瑞沪深300ETF,other_institution,其他机构（含保险）,3255199085.00,32.551991,49.279477,upper_bound,6605587690,2016-08-27,2016-08-27,public_report_mirror-510300-2016-06-30,public_report_mirror,49,https://pdf.dfcfw.com/pdf/H2_AN201608290017366117_1.pdf,"https://fund.eastmoney.com/gonggao/510300,AN201608290017366117.html"
2016-06-30,510300,华泰柏瑞沪深300ETF,individual,个人,706986679,7.069867,10.702858,exact,6605587690,2016-08-27,2016-08-27,public_report_mirror-510300-2016-06-30,public_report_mirror,49,https://pdf.dfcfw.com/pdf/H2_AN201608290017366117_1.pdf,"https://fund.eastmoney.com/gonggao/510300,AN201608290017366117.html"
2016-06-30,510310,易方达沪深300ETF,national_team,国家队（已识别）,,,,not_identified,2913831140,2016-08-24,2016-08-23,manager_official_pdf-510310-2016-06-30,manager_official_pdf,45,https://cdn.efunds.com.cn/owch/data/notice/20160823/510310_%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912016%E5%B9%B4%E5%8D%8A%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/169/169048.shtml
2016-06-30,510310,易方达沪深300ETF,other_institution,其他机构（含保险）,145898367,1.458984,5.007098,includes_unidentified_national_team,2913831140,2016-08-24,2016-08-23,manager_official_pdf-510310-2016-06-30,manager_official_pdf,45,https://cdn.efunds.com.cn/owch/data/notice/20160823/510310_%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912016%E5%B9%B4%E5%8D%8A%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/169/169048.shtml
2016-06-30,510310,易方达沪深300ETF,individual,个人,54735880,0.547359,1.878485,exact,2913831140,2016-08-24,2016-08-23,manager_official_pdf-510310-2016-06-30,manager_official_pdf,45,https://cdn.efunds.com.cn/owch/data/notice/20160823/510310_%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912016%E5%B9%B4%E5%8D%8A%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/169/169048.shtml
2016-06-30,510330,华夏沪深300ETF,national_team,国家队（已识别）,1790942652,17.909427,37.636312,lower_bound,4758549828,2016-08-27,2016-08-27,public_report_mirror-510330-2016-06-30,public_report_mirror,46,https://pdf.dfcfw.com/pdf/H2_AN201608260017352538_1.pdf,"https://fund.eastmoney.com/gonggao/510330,AN201608260017352538.html"
2016-06-30,510330,华夏沪深300ETF,other_institution,其他机构（含保险）,111550691,1.115507,2.344216,upper_bound,4758549828,2016-08-27,2016-08-27,public_report_mirror-510330-2016-06-30,public_report_mirror,46,https://pdf.dfcfw.com/pdf/H2_AN201608260017352538_1.pdf,"https://fund.eastmoney.com/gonggao/510330,AN201608260017352538.html"
2016-06-30,510330,华夏沪深300ETF,individual,个人,45953063,0.459531,0.965695,exact,4758549828,2016-08-27,2016-08-27,public_report_mirror-510330-2016-06-30,public_report_mirror,46,https://pdf.dfcfw.com/pdf/H2_AN201608260017352538_1.pdf,"https://fund.eastmoney.com/gonggao/510330,AN201608260017352538.html"
2016-06-30,159919,嘉实沪深300ETF,national_team,国家队（已识别）,75000000.00,0.750000,1.395140,lower_bound,5375806477,2016-08-27,2016-08-27,public_report_mirror-159919-2016-06-30,public_report_mirror,50,https://pdf.dfcfw.com/pdf/H2_AN201608270017358855_1.pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=69736d48566744596837303d
2016-06-30,159919,嘉实沪深300ETF,other_institution,其他机构（含保险）,583465332.00,5.834653,10.853540,upper_bound,5375806477,2016-08-27,2016-08-27,public_report_mirror-159919-2016-06-30,public_report_mirror,50,https://pdf.dfcfw.com/pdf/H2_AN201608270017358855_1.pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=69736d48566744596837303d
2016-06-30,159919,嘉实沪深300ETF,individual,个人,287277375,2.872774,5.343894,exact,5375806477,2016-08-27,2016-08-27,public_report_mirror-159919-2016-06-30,public_report_mirror,50,https://pdf.dfcfw.com/pdf/H2_AN201608270017358855_1.pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=69736d48566744596837303d
2016-06-30,159915,易方达创业板ETF,national_team,国家队（已识别）,,,,not_identified,2511454936,2016-08-24,2016-08-23,manager_official_pdf-159915-2016-06-30,manager_official_pdf,39,https://cdn.efunds.com.cn/owch/data/notice/20160823/159915_%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912016%E5%B9%B4%E5%8D%8A%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/168/168966.shtml
2016-06-30,159915,易方达创业板ETF,other_institution,其他机构（含保险）,1062771154,10.627712,42.316951,includes_unidentified_national_team,2511454936,2016-08-24,2016-08-23,manager_official_pdf-159915-2016-06-30,manager_official_pdf,39,https://cdn.efunds.com.cn/owch/data/notice/20160823/159915_%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912016%E5%B9%B4%E5%8D%8A%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/168/168966.shtml
2016-06-30,159915,易方达创业板ETF,individual,个人,1003160351,10.031604,39.943394,exact,2511454936,2016-08-24,2016-08-23,manager_official_pdf-159915-2016-06-30,manager_official_pdf,39,https://cdn.efunds.com.cn/owch/data/notice/20160823/159915_%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912016%E5%B9%B4%E5%8D%8A%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/168/168966.shtml
2016-12-31,510300,华泰柏瑞沪深300ETF,national_team,国家队（已识别）,2423958601.00,24.239586,45.598379,lower_bound,5315887690,2017-03-29,2017-03-29,public_report_mirror-510300-2016-12-31,public_report_mirror,62,https://pdf.dfcfw.com/pdf/H2_AN201703290447591817_1.pdf,"https://fund.eastmoney.com/gonggao/510300,AN201703290447591817.html"
2016-12-31,510300,华泰柏瑞沪深300ETF,other_institution,其他机构（含保险）,2047214761.00,20.472148,38.511249,upper_bound,5315887690,2017-03-29,2017-03-29,public_report_mirror-510300-2016-12-31,public_report_mirror,62,https://pdf.dfcfw.com/pdf/H2_AN201703290447591817_1.pdf,"https://fund.eastmoney.com/gonggao/510300,AN201703290447591817.html"
2016-12-31,510300,华泰柏瑞沪深300ETF,individual,个人,732553959,7.325540,13.780463,exact,5315887690,2017-03-29,2017-03-29,public_report_mirror-510300-2016-12-31,public_report_mirror,62,https://pdf.dfcfw.com/pdf/H2_AN201703290447591817_1.pdf,"https://fund.eastmoney.com/gonggao/510300,AN201703290447591817.html"
2016-12-31,510310,易方达沪深300ETF,national_team,国家队（已识别）,,,,not_identified,2655831140,2017-03-31,2017-03-30,manager_official_pdf-510310-2016-12-31,manager_official_pdf,59,https://cdn.efunds.com.cn/owch/data/notice/20170330/510310_%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912016%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/170/170601.shtml
