period_end,fund_code,fund_name,category,category_label,holder_shares,holder_shares_100m,holder_ratio_pct,precision_status,total_shares,report_send_date,official_upload_date,instance_id,source_kind,holder_table_page,official_pdf_url,crosscheck_url
2016-12-31,510310,易方达沪深300ETF,other_institution,其他机构（含保险）,131120934,1.311209,4.937096,includes_unidentified_national_team,2655831140,2017-03-31,2017-03-30,manager_official_pdf-510310-2016-12-31,manager_official_pdf,59,https://cdn.efunds.com.cn/owch/data/notice/20170330/510310_%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912016%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/170/170601.shtml
2016-12-31,510310,易方达沪深300ETF,individual,个人,53246513,0.532465,2.004891,exact,2655831140,2017-03-31,2017-03-30,manager_official_pdf-510310-2016-12-31,manager_official_pdf,59,https://cdn.efunds.com.cn/owch/data/notice/20170330/510310_%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912016%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/170/170601.shtml
2016-12-31,510330,华夏沪深300ETF,national_team,国家队（已识别）,1790942652,17.909427,39.131321,lower_bound,4576749828,2017-03-29,2017-03-29,public_report_mirror-510330-2016-12-31,public_report_mirror,55,https://pdf.dfcfw.com/pdf/H2_AN201703290447693060_1.pdf,"https://fund.eastmoney.com/gonggao/510330,AN201703290447693060.html"
2016-12-31,510330,华夏沪深300ETF,other_institution,其他机构（含保险）,10934768,0.109348,0.238920,upper_bound,4576749828,2017-03-29,2017-03-29,public_report_mirror-510330-2016-12-31,public_report_mirror,55,https://pdf.dfcfw.com/pdf/H2_AN201703290447693060_1.pdf,"https://fund.eastmoney.com/gonggao/510330,AN201703290447693060.html"
2016-12-31,510330,华夏沪深300ETF,individual,个人,40797986,0.407980,0.891418,exact,4576749828,2017-03-29,2017-03-29,public_report_mirror-510330-2016-12-31,public_report_mirror,55,https://pdf.dfcfw.com/pdf/H2_AN201703290447693060_1.pdf,"https://fund.eastmoney.com/gonggao/510330,AN201703290447693060.html"
2016-12-31,159919,嘉实沪深300ETF,national_team,国家队（已识别）,75000000.00,0.750000,1.541178,lower_bound,4866406477,2017-03-29,2017-03-29,public_report_mirror-159919-2016-12-31,public_report_mirror,60,https://pdf.dfcfw.com/pdf/H2_AN201703290447591943_1.pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=394562337650476c4675453d
2016-12-31,159919,嘉实沪深300ETF,other_institution,其他机构（含保险）,384157103.00,3.841571,7.894061,upper_bound,4866406477,2017-03-29,2017-03-29,public_report_mirror-159919-2016-12-31,public_report_mirror,60,https://pdf.dfcfw.com/pdf/H2_AN201703290447591943_1.pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=394562337650476c4675453d
2016-12-31,159919,嘉实沪深300ETF,individual,个人,280366082,2.803661,5.761255,exact,4866406477,2017-03-29,2017-03-29,public_report_mirror-159919-2016-12-31,public_report_mirror,60,https://pdf.dfcfw.com/pdf/H2_AN201703290447591943_1.pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=394562337650476c4675453d
2016-12-31,159915,易方达创业板ETF,national_team,国家队（已识别）,,,,not_identified,2799454936,2017-03-31,2017-03-30,manager_official_pdf-159915-2016-12-31,manager_official_pdf,52,https://cdn.efunds.com.cn/owch/data/notice/20170330/159915_%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912016%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/170/170628.shtml
2016-12-31,159915,易方达创业板ETF,other_institution,其他机构（含保险）,1039681386,10.396814,37.138708,includes_unidentified_national_team,2799454936,2017-03-31,2017-03-30,manager_official_pdf-159915-2016-12-31,manager_official_pdf,52,https://cdn.efunds.com.cn/owch/data/notice/20170330/159915_%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912016%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/170/170628.shtml
2016-12-31,159915,易方达创业板ETF,individual,个人,1238658119,12.386581,44.246403,exact,2799454936,2017-03-31,2017-03-30,manager_official_pdf-159915-2016-12-31,manager_official_pdf,52,https://cdn.efunds.com.cn/owch/data/notice/20170330/159915_%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912016%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/170/170628.shtml
2017-06-30,510300,华泰柏瑞沪深300ETF,national_team,国家队（已识别）,2423958601.00,24.239586,46.543988,lower_bound,5207887690,2017-08-26,2017-08-26,public_report_mirror-510300-2017-06-30,public_report_mirror,68,https://pdf.dfcfw.com/pdf/H2_AN201708250828156170_1.pdf,"https://fund.eastmoney.com/gonggao/510300,AN201708250828156170.html"
2017-06-30,510300,华泰柏瑞沪深300ETF,other_institution,其他机构（含保险）,2060195057.00,20.601951,39.559130,upper_bound,5207887690,2017-08-26,2017-08-26,public_report_mirror-510300-2017-06-30,public_report_mirror,68,https://pdf.dfcfw.com/pdf/H2_AN201708250828156170_1.pdf,"https://fund.eastmoney.com/gonggao/510300,AN201708250828156170.html"
2017-06-30,510300,华泰柏瑞沪深300ETF,individual,个人,639484032,6.394840,12.279144,exact,5207887690,2017-08-26,2017-08-26,public_report_mirror-510300-2017-06-30,public_report_mirror,68,https://pdf.dfcfw.com/pdf/H2_AN201708250828156170_1.pdf,"https://fund.eastmoney.com/gonggao/510300,AN201708250828156170.html"
2017-06-30,510310,易方达沪深300ETF,national_team,国家队（已识别）,,,,not_identified,2436307415,2017-08-29,2017-08-28,manager_official_pdf-510310-2017-06-30,manager_official_pdf,47,https://cdn.efunds.com.cn/owch/data/notice/20170828/510310_%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912017%E5%B9%B4%E5%8D%8A%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/172/172464.shtml
2017-06-30,510310,易方达沪深300ETF,other_institution,其他机构（含保险）,17783922,0.177839,0.729954,includes_unidentified_national_team,2436307415,2017-08-29,2017-08-28,manager_official_pdf-510310-2017-06-30,manager_official_pdf,47,https://cdn.efunds.com.cn/owch/data/notice/20170828/510310_%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912017%E5%B9%B4%E5%8D%8A%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/172/172464.shtml
2017-06-30,510310,易方达沪深300ETF,individual,个人,55159800,0.551598,2.264074,exact,2436307415,2017-08-29,2017-08-28,manager_official_pdf-510310-2017-06-30,manager_official_pdf,47,https://cdn.efunds.com.cn/owch/data/notice/20170828/510310_%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912017%E5%B9%B4%E5%8D%8A%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/172/172464.shtml
2017-06-30,510330,华夏沪深300ETF,national_team,国家队（已识别）,1790942652.00,17.909427,41.069603,lower_bound,4360749828,2017-08-26,2017-08-26,public_report_mirror-510330-2017-06-30,public_report_mirror,43,https://pdf.dfcfw.com/pdf/H2_AN201708260830025191_1.pdf,"https://fund.eastmoney.com/gonggao/510330,AN201708260830025191.html"
2017-06-30,510330,华夏沪深300ETF,other_institution,其他机构（含保险）,21089057.00,0.210891,0.483611,upper_bound,4360749828,2017-08-26,2017-08-26,public_report_mirror-510330-2017-06-30,public_report_mirror,43,https://pdf.dfcfw.com/pdf/H2_AN201708260830025191_1.pdf,"https://fund.eastmoney.com/gonggao/510330,AN201708260830025191.html"
2017-06-30,510330,华夏沪深300ETF,individual,个人,38235997,0.382360,0.876822,exact,4360749828,2017-08-26,2017-08-26,public_report_mirror-510330-2017-06-30,public_report_mirror,43,https://pdf.dfcfw.com/pdf/H2_AN201708260830025191_1.pdf,"https://fund.eastmoney.com/gonggao/510330,AN201708260830025191.html"
2017-06-30,159919,嘉实沪深300ETF,national_team,国家队（已识别）,75000000.00,0.750000,1.691663,lower_bound,4433506477,2017-08-26,2017-08-26,public_report_mirror-159919-2017-06-30,public_report_mirror,66,https://pdf.dfcfw.com/pdf/H2_AN201708260829915119_1.pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=595378617a6f56577230383d
2017-06-30,159919,嘉实沪深300ETF,other_institution,其他机构（含保险）,265677056.00,2.656771,5.992482,upper_bound,4433506477,2017-08-26,2017-08-26,public_report_mirror-159919-2017-06-30,public_report_mirror,66,https://pdf.dfcfw.com/pdf/H2_AN201708260829915119_1.pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=595378617a6f56577230383d
2017-06-30,159919,嘉实沪深300ETF,individual,个人,237938174,2.379382,5.366817,exact,4433506477,2017-08-26,2017-08-26,public_report_mirror-159919-2017-06-30,public_report_mirror,66,https://pdf.dfcfw.com/pdf/H2_AN201708260829915119_1.pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=595378617a6f56577230383d
2017-06-30,159915,易方达创业板ETF,national_team,国家队（已识别）,,,,not_identified,3412990587,2017-08-29,2017-08-28,manager_official_pdf-159915-2017-06-30,manager_official_pdf,39,https://cdn.efunds.com.cn/owch/data/notice/20170828/159915_%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912017%E5%B9%B4%E5%8D%8A%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/172/172486.shtml
2017-06-30,159915,易方达创业板ETF,other_institution,其他机构（含保险）,1269934732,12.699347,37.208855,includes_unidentified_national_team,3412990587,2017-08-29,2017-08-28,manager_official_pdf-159915-2017-06-30,manager_official_pdf,39,https://cdn.efunds.com.cn/owch/data/notice/20170828/159915_%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912017%E5%B9%B4%E5%8D%8A%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/172/172486.shtml
2017-06-30,159915,易方达创业板ETF,individual,个人,1442545959,14.425460,42.266333,exact,3412990587,2017-08-29,2017-08-28,manager_official_pdf-159915-2017-06-30,manager_official_pdf,39,https://cdn.efunds.com.cn/owch/data/notice/20170828/159915_%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912017%E5%B9%B4%E5%8D%8A%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/172/172486.shtml
2017-12-31,510300,华泰柏瑞沪深300ETF,national_team,国家队（已识别）,2423958601.00,24.239586,48.636875,lower_bound,4983787690,2018-03-28,2018-03-28,manager_official_pdf-510300-2017-12-31,manager_official_pdf,69,https://www.huatai-pb.com/upload/pdf/1522205963750-htbrhs300jyxkfszszqtzjj2017nndbg.pdf,https://www.huatai-pb.com/news/information/fundReport/index.html
2017-12-31,510300,华泰柏瑞沪深300ETF,other_institution,其他机构（含保险）,1726559213.00,17.265592,34.643515,upper_bound,4983787690,2018-03-28,2018-03-28,manager_official_pdf-510300-2017-12-31,manager_official_pdf,69,https://www.huatai-pb.com/upload/pdf/1522205963750-htbrhs300jyxkfszszqtzjj2017nndbg.pdf,https://www.huatai-pb.com/news/information/fundReport/index.html
2017-12-31,510300,华泰柏瑞沪深300ETF,individual,个人,820774776,8.207748,16.468895,exact,4983787690,2018-03-28,2018-03-28,manager_official_pdf-510300-2017-12-31,manager_official_pdf,69,https://www.huatai-pb.com/upload/pdf/1522205963750-htbrhs300jyxkfszszqtzjj2017nndbg.pdf,https://www.huatai-pb.com/news/information/fundReport/index.html
2017-12-31,510310,易方达沪深300ETF,national_team,国家队（已识别）,,,,not_identified,2380307415,2018-03-30,2018-03-29,manager_official_pdf-510310-2017-12-31,manager_official_pdf,63,https://cdn.efunds.com.cn/owch/data/notice/20180329/510310_%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912017%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/176/176023.shtml
2017-12-31,510310,易方达沪深300ETF,other_institution,其他机构（含保险）,15660868,0.156609,0.657935,includes_unidentified_national_team,2380307415,2018-03-30,2018-03-29,manager_official_pdf-510310-2017-12-31,manager_official_pdf,63,https://cdn.efunds.com.cn/owch/data/notice/20180329/510310_%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912017%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/176/176023.shtml
2017-12-31,510310,易方达沪深300ETF,individual,个人,77191954,0.771920,3.242941,exact,2380307415,2018-03-30,2018-03-29,manager_official_pdf-510310-2017-12-31,manager_official_pdf,63,https://cdn.efunds.com.cn/owch/data/notice/20180329/510310_%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912017%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/176/176023.shtml
2017-12-31,510330,华夏沪深300ETF,national_team,国家队（已识别）,1790942652.00,17.909427,41.794166,lower_bound,4285149828,2018-03-28,2018-03-28,public_report_mirror-510330-2017-12-31,public_report_mirror,51,https://pdf.dfcfw.com/pdf/H2_AN201803281112569570_1.pdf,"https://fund.eastmoney.com/gonggao/510330,AN201803281112569570.html"
2017-12-31,510330,华夏沪深300ETF,other_institution,其他机构（含保险）,31971831.00,0.319718,0.746108,upper_bound,4285149828,2018-03-28,2018-03-28,public_report_mirror-510330-2017-12-31,public_report_mirror,51,https://pdf.dfcfw.com/pdf/H2_AN201803281112569570_1.pdf,"https://fund.eastmoney.com/gonggao/510330,AN201803281112569570.html"
2017-12-31,510330,华夏沪深300ETF,individual,个人,41956923,0.419569,0.979124,exact,4285149828,2018-03-28,2018-03-28,public_report_mirror-510330-2017-12-31,public_report_mirror,51,https://pdf.dfcfw.com/pdf/H2_AN201803281112569570_1.pdf,"https://fund.eastmoney.com/gonggao/510330,AN201803281112569570.html"
2017-12-31,159919,嘉实沪深300ETF,national_team,国家队（已识别）,75000000.00,0.750000,1.800588,lower_bound,4165306477,2018-03-28,2018-03-28,public_report_mirror-159919-2017-12-31,public_report_mirror,63,https://pdf.dfcfw.com/pdf/H2_AN201803281112577002_1.pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=48487177454b486e6734413d
2017-12-31,159919,嘉实沪深300ETF,other_institution,其他机构（含保险）,205010773.00,2.050108,4.921865,upper_bound,4165306477,2018-03-28,2018-03-28,public_report_mirror-159919-2017-12-31,public_report_mirror,63,https://pdf.dfcfw.com/pdf/H2_AN201803281112577002_1.pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=48487177454b486e6734413d
2017-12-31,159919,嘉实沪深300ETF,individual,个人,246323568,2.463236,5.913696,exact,4165306477,2018-03-28,2018-03-28,public_report_mirror-159919-2017-12-31,public_report_mirror,63,https://pdf.dfcfw.com/pdf/H2_AN201803281112577002_1.pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=48487177454b486e6734413d
2017-12-31,159915,易方达创业板ETF,national_team,国家队（已识别）,,,,not_identified,3073454936,2018-03-30,2018-03-29,manager_official_pdf-159915-2017-12-31,manager_official_pdf,54,https://cdn.efunds.com.cn/owch/data/notice/20180329/159915_%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912017%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/176/176075.shtml
2017-12-31,159915,易方达创业板ETF,other_institution,其他机构（含保险）,461141238,4.611412,15.004002,includes_unidentified_national_team,3073454936,2018-03-30,2018-03-29,manager_official_pdf-159915-2017-12-31,manager_official_pdf,54,https://cdn.efunds.com.cn/owch/data/notice/20180329/159915_%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912017%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/176/176075.shtml
2017-12-31,159915,易方达创业板ETF,individual,个人,1770549198,17.705492,57.607781,exact,3073454936,2018-03-30,2018-03-29,manager_official_pdf-159915-2017-12-31,manager_official_pdf,54,https://cdn.efunds.com.cn/owch/data/notice/20180329/159915_%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912017%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/176/176075.shtml
2018-06-30,510300,华泰柏瑞沪深300ETF,national_team,国家队（已识别）,2423958601.00,24.239586,38.324743,lower_bound,6324787690,2018-08-25,2018-08-25,manager_official_pdf-510300-2018-06-30,manager_official_pdf,58,https://www.huatai-pb.com/upload/pdf/1535339711505-htbrhs300jyxkfszszqtzjj2018nbndbg.pdf,https://www.huatai-pb.com/news/information/fundReport/index.html
2018-06-30,510300,华泰柏瑞沪深300ETF,other_institution,其他机构（含保险）,2567566162.00,25.675662,40.595294,upper_bound,6324787690,2018-08-25,2018-08-25,manager_official_pdf-510300-2018-06-30,manager_official_pdf,58,https://www.huatai-pb.com/upload/pdf/1535339711505-htbrhs300jyxkfszszqtzjj2018nbndbg.pdf,https://www.huatai-pb.com/news/information/fundReport/index.html
2018-06-30,510300,华泰柏瑞沪深300ETF,individual,个人,1220907727,12.209077,19.303537,exact,6324787690,2018-08-25,2018-08-25,manager_official_pdf-510300-2018-06-30,manager_official_pdf,58,https://www.huatai-pb.com/upload/pdf/1535339711505-htbrhs300jyxkfszszqtzjj2018nbndbg.pdf,https://www.huatai-pb.com/news/information/fundReport/index.html
2018-06-30,510310,易方达沪深300ETF,national_team,国家队（已识别）,,,,not_identified,2566307415,2018-08-28,2018-08-27,manager_official_pdf-510310-2018-06-30,manager_official_pdf,49,https://cdn.efunds.com.cn/owch/data/notice/20180827/510310_%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912018%E5%B9%B4%E5%8D%8A%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/177/177804.shtml
2018-06-30,510310,易方达沪深300ETF,other_institution,其他机构（含保险）,18253606,0.182536,0.711279,includes_unidentified_national_team,2566307415,2018-08-28,2018-08-27,manager_official_pdf-510310-2018-06-30,manager_official_pdf,49,https://cdn.efunds.com.cn/owch/data/notice/20180827/510310_%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912018%E5%B9%B4%E5%8D%8A%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/177/177804.shtml
2018-06-30,510310,易方达沪深300ETF,individual,个人,111268090,1.112681,4.335727,exact,2566307415,2018-08-28,2018-08-27,manager_official_pdf-510310-2018-06-30,manager_official_pdf,49,https://cdn.efunds.com.cn/owch/data/notice/20180827/510310_%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912018%E5%B9%B4%E5%8D%8A%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/177/177804.shtml
2018-06-30,510330,华夏沪深300ETF,national_team,国家队（已识别）,1790942652.00,17.909427,38.886620,lower_bound,4605549828,2018-08-25,2018-08-25,public_report_mirror-510330-2018-06-30,public_report_mirror,42,https://pdf.dfcfw.com/pdf/H2_AN201808251182992632_1.pdf,"https://fund.eastmoney.com/gonggao/510330,AN201808251182992632.html"
2018-06-30,510330,华夏沪深300ETF,other_institution,其他机构（含保险）,131759834.00,1.317598,2.860893,upper_bound,4605549828,2018-08-25,2018-08-25,public_report_mirror-510330-2018-06-30,public_report_mirror,42,https://pdf.dfcfw.com/pdf/H2_AN201808251182992632_1.pdf,"https://fund.eastmoney.com/gonggao/510330,AN201808251182992632.html"
2018-06-30,510330,华夏沪深300ETF,individual,个人,58381920,0.583819,1.267643,exact,4605549828,2018-08-25,2018-08-25,public_report_mirror-510330-2018-06-30,public_report_mirror,42,https://pdf.dfcfw.com/pdf/H2_AN201808251182992632_1.pdf,"https://fund.eastmoney.com/gonggao/510330,AN201808251182992632.html"
2018-06-30,159919,嘉实沪深300ETF,national_team,国家队（已识别）,75000000.00,0.750000,1.793226,lower_bound,4182406477,2018-08-25,2018-08-25,public_report_mirror-159919-2018-06-30,public_report_mirror,49,https://pdf.dfcfw.com/pdf/H2_AN201808251182999052_1.pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=325650736c4c622b5455383d
2018-06-30,159919,嘉实沪深300ETF,other_institution,其他机构（含保险）,199401819.00,1.994018,4.767634,upper_bound,4182406477,2018-08-25,2018-08-25,public_report_mirror-159919-2018-06-30,public_report_mirror,49,https://pdf.dfcfw.com/pdf/H2_AN201808251182999052_1.pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=325650736c4c622b5455383d
2018-06-30,159919,嘉实沪深300ETF,individual,个人,298528537,2.985285,7.137722,exact,4182406477,2018-08-25,2018-08-25,public_report_mirror-159919-2018-06-30,public_report_mirror,49,https://pdf.dfcfw.com/pdf/H2_AN201808251182999052_1.pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=325650736c4c622b5455383d
2018-06-30,159915,易方达创业板ETF,national_team,国家队（已识别）,,,,not_identified,8528029886,2018-08-28,2018-08-27,manager_official_pdf-159915-2018-06-30,manager_official_pdf,42,https://cdn.efunds.com.cn/owch/data/notice/20180827/159915_%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912018%E5%B9%B4%E5%8D%8A%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,https://www.efunds.com.cn/c/177/177758.shtml
